,questions,types
31648,"What is Pole Position, when Fastest Lap is Ben Spies, and when Location is Barber Motorsports Park?",0
31649,"What is Winner, when Pole Position is Ben Spies, and when Date is Elkhart Lake, Wisconsin?",0
31650,"What is the Surface of the court in the match with a Score of 4–6, 6–4, 3–6?",0
31651,Which Team has a Year larger than 2010?,0
31652,Which Laps has a Year of 2007?,5
31653,What was the tie number with the home team of Swindon Town?,0
31654,What was the tie number with the away team of Sheffield Wednesday?,0
31655,What was the score for the match with tie number 23?,0
31656,Who was the home team for the match against Arsenal?,0
31657,"Which player has United States as the country, more money ($) than 535,000, t10 as the place, with 73-68-73-74=288 as the score?",0
31658,"Which place is payne stewart, the player in?",0
31659,"What player has +7 as the to par, and 69-69-75-74=287 as the score?",0
31660,Which tournaments was Ryan Palmer in as a runner-up?,0
31661,What was the margin of victory for the Players Championship tournament?,0
31662,What tournament was Kirk Triplett a runner-up in?,0
31663,What is the winning score for the B.C. Open 1 tournament?,0
31664,What country is Lee Janzen from?,0
31665,"When Tom Watson placed t6, what was the 2 par?",0
31666,Who had a score of 70-69-70=209?,0
31667,What was the Opponent in the Tarragona Tournament?,0
31668,"What Tournament's Score was 6–2, 4–6, 6–4?",0
31669,"On what Date was the match with a Score of 6-2, 6-4?",0
31670,How many years had the best actress in a Revival category?,3
31671,What categories had a Nominated work of yerma before 1992?,0
31672,How many times is the shot volume (cm3) less than 172.76?,3
31673,what is the average shot volume (cm 3) when the shot diameter (cm) is less than 6.04?,5
31674,What role was nominated at the Sydney Film Festival?,0
31675,In what category was an award won in 2007?,0
31676,What is the first year that there was a Satellite Award?,2
31677,What role was at the Sydney Film Festival in 2008?,0
31678,What was nominated for the Jury Award?,0
31679,what is the released when the series is sorted 6y/ai?,0
31680,who is the featuring when the doctor is the 6th and the series sorted is 6y/ak?,0
31681,what is the series sorted when the released is may 2012?,0
31682,who is the featuring when the series sorted is 6eb/b?,0
31683,Which Country has a Year(s) won of 1977?,0
31684,"Which To par is the lowest one that has a Year(s) won of 1962, 1967, 1972, 1980, and a Total larger than 149?",2
31685,Which Country has a Total of 148?,0
31686,Which Year(s) won has a Total of 147?,0
31687,Which To par is the highest one that has a Total smaller than 148?,1
31688,Who is the candidate in the 2008 (2) election?,0
31689,What is the share of votes in the 2008 (1) election?,0
31690,What is the share of votes in the 2000 (2nd) election?,0
31691,"What is the election with an outcome of ndc opposition and 2,728,241 votes?",0
31692,What is the outcome of the election with 43.3% share of votes?,0
31693,Who is the candidate in the 2012 election?,0
31694,What is Mark O'Meara's Score?,0
31695,What is Curtis Strange's Score?,0
31696,"What is the Catalog number of the CBS Track ""It's Automatic""?",0
31697,What is the Tracks of the release in Catalog BA 222304 with a Length of 2:57?,0
31698,"On what Date did Columbia release the Track ""Do it again""?",4
31699,"What is the highest Match No., when Date is 2008-03-21, and when Time is 16:00?",1
31700,What was the venue for runs 325/6?,0
31701,What season were the runs 310/9?,0
31702,What were the runs for the opponent from the West Indies?,0
31703,"Which Place has a Country of united states, and Money ($) larger than 145,000, and a To par of –2, and a Score of 70-66-73-69=278?",0
31704,Which Money ($) has a Score of 70-66-73-69=278?,5
31705,How many rounds did the match last with Sam Sotello as the opponent?,5
31706,What is the record for the loss in UFC 62?,0
31707,What is the part 4 with *heguldun *febungun in part 3?,0
31708,What is the part 3 with *hegait in part 2?,0
31709,What is the part 4 with *hlaupaną *stautaną in part 1?,0
31710,What is the verb meaning of *haldaną *fanhaną in part 1?,0
31711,Who is sezen aksu's producer?,0
31712,"Which Title has a Songwriter(s) of hadise açıkgöz, stefaan fernande, elio deepcore?",0
31713,"Which Title has a Length of 3:32, and a Producer(s) of hadise açıkgöz, yves jongen?",0
31714,"Which Producer(s) has a Track smaller than 8, and a Songwriter(s) of hadise açıkgöz, yves jongen, and a Length of 3:08?",0
31715,What is track 6's title?,0
31716,What company makes the Nokia 700?,0
31717,What is the accreditation level for the approved (awarded 05.12.12) date?,0
31718,When did Samsung Electronics Co LTD make the GT-i9100?,0
31719,"When the Nokia corporation had an accreditation level of joyn, what was the accreditation type?",0
31720,"What is Round, when Record is ""4-1""?",0
31721,"What is Opponent, when Location is ""Tokyo , Japan"", when Method is ""Decision (unanimous)"", and when Record is ""4-1""?",0
31722,"What is Method, when Opponent is ""Thiago Alves""?",0
31723,"What is Event, when Round is ""1"", when Location is ""Osaka , Japan"", and when Method is ""TKO (corner stoppage)""?",0
31724,"What is Record, when Event is ""UFC 64""?",0
31725,"What is the Record for a game smaller than 24, Lundqvist was the decision, November less than 8, and opponent Was New York Islanders?",0
31726,What is the smallest game number with a record of 16-7-2?,2
31727,"What is the Score of the game with a decision of Lundqvist, the November less than 28, and opponent was Boston Bruins?",0
31728,Where was the 2013 Eaff East Asian Cup Qualifier played?,0
31729,"What is the highest amount of points with a goal average larger than 4, less than 12 draws, and a goal of 63?",1
31730,What is the lowest goal for a goal against 37 and less than 15 victories?,2
31731,How many goals on average are there for rank 3?,5
31732,What is the average goals against when there are more than 42 played?,5
31733,What is the goal difference for the team from Chorley?,0
31734,What is T8 Place Player Scott Hoch's Score?,0
31735,What is the Place of the Player with a Score of 67-76-74-67=284?,0
31736,What is the Money of the Player with a Score of 69-71-69-72=281?,0
31737,"What is the highest Rank, when U-17 Goals is ""7"", and when Player is ""Cesc Fàbregas""?",1
31738,"What is the highest Rank, when U-17 Goals is ""9""?",1
31739,What Competition has a Result of Draw?,0
31740,What is the Date of the Competition with a Score of 1–2?,0
31741,What New Delhi Competition has a Result of Loss?,0
31742,How many rounds in the event when record is 1-5?,3
31743,Who is the opponent when there is a win in round greater than 1 and the record is 42-27-10?,0
31744,Who is team E when Jason Manning is Team F?,0
31745,Who is Team A when wilma hofschneider-david is team C?,0
31746,Who is team f when Aida Gagaring is team A?,0
31747,Who is Team D when Carmen Ada is team C?,0
31748,Who is team e when Aaron Solloway is team D?,0
31749,Who is team c when dhez javier is team e?,0
31750,What was the country of the player at +5?,0
31751,Which player finished at +4?,0
31752,What was Bert Yancey's finishing score to par?,0
31753,Who was the bachelorette of the season where ian mckee was the winner?,0
31754,What is the earliest season with an advertising account manager profile?,2
31755,"Who is the bachelorette of the season that premiered on May 24, 2010?",0
31756,Who is the bachelorette after season 8?,0
31757,"When the conference is west coast and the number of bids are at 2, what's the percentage of games won?",0
31758,"If a team had a percentage of games won recorded as .429, what Championship Game was played?",0
31759,What was the attendance for the game in Week 3?,0
31760,On what date was the opponent the Green Bay Packers?,0
31761,When did Ismail Qemali Bej's term start?,0
31762,When did Fejzi Bej Alizoti's term end?,0
31763,When did the term end for the person who started their term on 28 November 1912?,0
31764,When did Fejzi Bej Alizoti's term start?,0
31765,"What is the sum of Points 1, when Team is ""Gainsborough Trinity"", and when Played is greater than 46?",4
31766,"What is the total number of Points 1, when Lost is less than 20, and when Goals For is greater than 92?",3
31767,"What is the total number of Position, when Played is less than 46?",3
31768,Which Location has a Frequency of 102.5 fm?,0
31769,Which Call sign has a Frequency of 102.5 fm?,0
31770,Which Owner has a Name / Format of 105.3 kool fm - hot adult contemporary?,0
31771,Which Location has a Call sign of cjtw-fm?,0
31772,"Which Frequency has an Owner of rogers communications rogers radio, and a Call sign of cikz-fm?",0
31773,What is the lowest laps that Vittorio Iannuzzo completed?,2
31774,What is the total time that it took for the driver to finish 14 laps?,0
31775,What is the Grid of Régis Laconi's bike that is a Kawasaki zx-10r?,0
31776,What is the name of the bike that has a grid number smaller than 9 with a time of +7.764?,0
31777,"Who was the French Elector Elevated on 1288, May 16?",0
31778,What Elector has the Title of Titulus S. Cecilia?,0
31779,What is the Nationality of the Deacon of S. Maria in Via Lata?,0
31780,What is the Title of Elector Giovanni Boccamazza?,0
31781,What was the record for the date above 27 and an opponent of the St. Louis Blues?,0
31782,Who was the opponent for a game over 31 and a date over 30?,0
31783,What date did the song by jennifer lopez get issued?,0
31784,What song came from volume:issue 68:20-24?,0
31785,"What is the total number of gold medals when there were 2 bronze medals, a total of more than 3 medals and ranked 61?",3
31786,"What is the average total number of medals when there were 4 bronze, more than 2 silver, and less than 7 gold medals?",5
31787,What is the lowest episode number with an original airdate on 8 June 2008?,2
31788,Who was number 4 when Natalie was number 9?,0
31789,Who was number 7 when Olivia was number 5 and Emma was number 2?,0
31790,"When Chloe was number 8, Olivia was number 2, Emma was number 1, and Ava was number 4, who was number 5?",0
31791,What platform is the company Surfstats Software?,0
31792,What is the USD price for Tealeaf?,0
31793,What is the platform for the latest release 5.0.3?,0
31794,What is the platform for the latest release 8.4?,0
31795,WHAT IS THE TAMIL WITH A SUKRAVAR ?,0
