,Questions,Category1,type
3423,What effect does a prism have on light ?,DESC,1
3424,How many people lived in Nebraska in the mid 1900s ?,NUM,0
3425,What is software piracy ?,DESC,1
3426,What year was Janet Jackson 's first album released ?,NUM,0
3427,How do you calculate the change in enthalpy of a chemical reaction ?,DESC,1
3428,Name of heroine in `` Scruples '' ?,HUM,1
3429,How many movies has Drew Barrymore been in ?,NUM,0
3430,What TV character sired a horse named Thunder ?,HUM,1
3431,What are some children 's rights ?,DESC,1
3432,What is the name of the planet that the Ewoks live on ?,LOC,1
3433,What baseball player was known as Charley Hustle ?,HUM,1
3434,Who killed Lee Harvey Oswald ?,HUM,1
3435,What 's the symbol for the zodiacal sign Gemini ?,ENTY,1
3436,Who was Red Grange ?,HUM,1
3437,What hockey team did Wayne Gretzky play for ?,HUM,1
3438,What series of trials followed World War II ?,ENTY,1
3439,What Ivy League school plays its home games at Palmer Stadium ?,HUM,1
3440,Who invented the fax machine ?,HUM,1
3441,How wide is the Atlantic Ocean ?,NUM,0
3442,How is the element strontium purified ?,DESC,1
3443,What was the eighth day following the Nones in each month of the Roman calendar called ?,ENTY,1
3444,Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,HUM,1
3445,What singer 's theme song was When the Moon Comes over the Mountain ?,HUM,1
3446,How did Peabody and Sherman travel through time ?,DESC,1
3447,Who was Santos-Dumont ?,HUM,1
3448,How many meters are in a mile ?,NUM,0
3449,What is a fear of money ?,ENTY,1
3450,About how many soldiers died in World War II ?,NUM,0
3451,Who is Rocky 's and Bullwinkle 's ever-lost friend ?,HUM,1
3452,Who is Robin Williams ?,HUM,1
3453,Who thought he 'd never see a poem lovely as a tree ?,HUM,1
3454,Who created `` The Muppets '' ?,HUM,1
3455,How do you make dumplings ?,DESC,1
3456,"What celestial body has a diameter of 864 , 000 miles ?",LOC,1
3457,The operating system that runs on IBM-compatible machines is called what ?,ENTY,1
3458,What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?,HUM,1
3459,What is the name of the Family Circus 's dog ?,ENTY,1
3460,What did Martin Luther post on the church door at Wittenberg ?,ENTY,1
3461,What is the meaning of the name Kathryn ?,DESC,1
3462,Name one of the major gods of Hinduism .,HUM,1
3463,What country borders Denmark to the south ?,LOC,1
3464,What should you do for an ankle sprain ?,DESC,1
3465,"What dropped 1 , 313 feet in 1980 ?",ENTY,1
3466,What is the name of the vaccine for chicken pox ?,ENTY,1
3467,What two US biochemists won the Nobel Prize in medicine in 1992 ?,HUM,1
3468,What record company was formed by Herb Alpert and Jerry Moss ?,HUM,1
3469,Where do you find the answers for all these questions ?,LOC,1
3470,What is thermal equilibrium ?,DESC,1
3471,"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",ENTY,1
3472,What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?,HUM,1
3473,What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?,DESC,1
3474,How many neurons are in the human brain ?,NUM,0
3475,What is a fear of reptiles ?,ENTY,1
3476,What does Knight Ridder publish ?,ENTY,1
3477,What city is . KDGE Radio located in ?,LOC,1
3478,What can one see in Reims ?,ENTY,1
3479,How is an executioner determined ?,DESC,1
3480,What city was Bobby Kennedy assassinated in ?,LOC,1
3481,What 's the highest possible bid in Contract Bridge ?,ENTY,1
3482,What is the medical condition of hypertension ?,DESC,1
3483,What London museum features a Chamber of Horrors ?,LOC,1
3484,What city is served by McCarren Airport ?,LOC,1
3485,How many lakes are there on the Earth ?,NUM,0
3486,What is Doegs ?,DESC,1
3487,Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?,HUM,1
3488,How long does a fly live ?,NUM,0
3489,What two major world religions began in India ?,ENTY,1
3490,How many pounds are there in a stone ?,NUM,0
3491,What kind of poisoning is known as plumbism ?,ENTY,1
3492,What is the greatest source of `` white '' magic in the Marvel Universe ?,ENTY,1
3493,How do I find if my relatives were on the Trail of Tears ?,DESC,1
3494,What amount of folic acid should an expectant mother take daily ?,NUM,0
3495,How do you select wine ?,DESC,1
3496,Who was the king who signed the Magna Carta ?,HUM,1
3497,"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?",NUM,0
3498,How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?,NUM,0
3499,What is a fear of stings ?,ENTY,1
3500,Jude Law was in what movie ?,ENTY,1
3501,What state on the Gulf of Mexico has its lowest point five feet below sea level ?,LOC,1
3502,What was the name of Robert Fulton 's most famous steamboat ?,ENTY,1
3503,Where can I find a case on Americans with Disabilities Act of 199 ?,LOC,1
3504,Who is the leader of India ?,HUM,1
3505,Who is the prophet that is most connected to the Dead Sea ?,HUM,1
3506,What are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM,0
3507,What is infomatics ?,DESC,1
3508,What is the purpose of BIOS ?,DESC,1
3509,Where is the Keck telescope ?,LOC,1
3510,What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,ENTY,1
3511,"Where are the apartments in Saint John , New Brunswick ?",LOC,1
3512,Who wrote `` The Pit and the Pendulum '' ?,HUM,1
3513,What country did the Mau Mau Uprising take place in ?,LOC,1
3514,What are some good medical sites for information ?,LOC,1
3515,What does a resurrectionist steal ?,ENTY,1
3516,Why did the Shea &amp; Gould law firm leave Los Angeles ?,DESC,1
3517,What is the best art and design school in the world ?,HUM,1
3518,What two vegetables are combined in succotash ?,ENTY,1
3519,Who is the Incredible Hulk in reality ?,HUM,1
3520,What does NASA stand for ?,ABBR,1
3521,Which infectious disease kills the most people worldwide ?,ENTY,1
3522,What month did the Edmund Fitzgerald sink ?,NUM,0
3523,What manufacturers are there in Texas ?,HUM,1
3524,Who are the presidents of Mexico and Indonesia ?,HUM,1
3525,Who played Al Jolson in the Jolson Story ?,HUM,1
3526,What is a pig in a poke ?,DESC,1
3527,Where were the 196 Summer Olympics held ?,LOC,1
3528,Where is Los Vegas ?,LOC,1
3529,Name the country which Honecker lived in .,LOC,1
3530,What U.S. state are the Finger Lakes in ?,LOC,1
3531,What is a cullion ?,DESC,1
3532,What are the ten safest American cities for pedestrians ?,LOC,1
3533,What TV detective did Craig Stevens play ?,HUM,1
3534,What are the most common causes of death in the U.S. ?,DESC,1
3535,Where can I find a picture of a Blue Meanie ?,LOC,1
3536,What university fired Angela Davis ?,HUM,1
3537,What U.S. state does the Continental Divide leave to enter Canada ?,LOC,1
3538,In the past 8 years who have the MVP players for the NHL been ?,HUM,1
3539,"In AD 999 , what sort of celebrations , fears , were there ?",ENTY,1
3540,Who played Emperor Palpatine in Star Wars ?,HUM,1
3541,What 's the name of the Wilkes plantation in Gone with the Wind ?,LOC,1
3542,"Why is the universe flat , if it started by an explosion , shouldn 't it be a sphere ?",DESC,1
3543,Where is the Statistical Abstract of the United States online ?,LOC,1
3544,What is barnstorming ?,DESC,1
3545,What 's the dumbest domesticated animal ?,ENTY,1
3546,What was the importance of Magellan ?,DESC,1
3547,When was the Brandenburg Gate in Berlin built ?,NUM,0
3548,What do I have to do to get good grades in school ?,DESC,1
3549,"Whose husbands have included Conrad Hilton Jr. , and Michael Wilding ?",HUM,1
3550,What does the number `` 5 '' stand for on FUBU clothing ?,ABBR,1
3551,Who is King in Alley Oop 's home of Moo ?,HUM,1
3552,What four tastes can a human distinguish ?,ENTY,1
3553,What is `` the airline built for professional travelers '' ?,HUM,1
3554,What two vessels fought the first sea battle between iron-covered ships ?,ENTY,1
3555,How much of the silver production is manufactured by independent silversmiths ?,NUM,0
3556,What percentage of the silver production is done by independent silversmiths ?,NUM,0
3557,What is the origin of the term `` buffalo wings '' that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,DESC,1
3558,What date is Boxing Day ?,NUM,0
3559,How many inches tall is Stuart Little at birth ?,NUM,0
3560,What 1953 film won Frank Sinatra a best supporting actor Oscar ?,ENTY,1
3561,How many Stradivarius violins were ever made ?,NUM,0
3562,What type of childhood did Jules Verne have ?,DESC,1
3563,Who invented the stock ticker in 1870 ?,HUM,1
3564,What is a leper ?,DESC,1
3565,What was Einstein 's birthplace ?,LOC,1
3566,What was George Washington afraid of ?,ENTY,1
3567,What century 's the setting for TV 's The Adventures of Robin Hood ?,NUM,0
3568,Who wrote the Bible ?,HUM,1
3569,What are the top 5 fiction books of all time ?,ENTY,1
3570,What are the `` Star Wars '' satellites ?,DESC,1
3571,Who is Henry Butler ?,HUM,1
3572,What debts did Qintex group leave ?,NUM,0
3573,"Which U.S. President is buried in Washington , D.C. ?",HUM,1
3574,What is the term for someone who hates mankind ?,ENTY,1
3575,What did San Francisco 's Milt Harper grow that measured 24 inches from tip to tip in 1974 ?,ENTY,1
3576,What college did Dikembe Mutombo play basketball for ?,HUM,1
3577,Where are the Austerlitz and Victor Hugo subway stops ?,LOC,1
3578,Where did Ty Cobb grow up ?,LOC,1
3579,What is a philanthropist ?,DESC,1
3580,What is a portal ?,DESC,1
3581,What Tom Wolfe book is about the Mercury astronauts ?,ENTY,1
3582,What cooking oil has `` corn goodness '' ?,ENTY,1
3583,"What is the per-capita income of Colombia , South America ?",NUM,0
3584,How many types of cheese are there in France ?,NUM,0
3585,How many `` eyes '' does a coconut have ?,NUM,0
3586,How many websites are there in the world ?,NUM,0
3587,What is the term that describes a word where only one usage has been recorded in all literature ?,ENTY,1
3588,Who made the first airplane ?,HUM,1
3589,What measures did Clinton take to avoid the draft ?,ENTY,1
3590,What are `` darning needles '' and `` horse stingers '' better known as ?,ENTY,1
3591,How many points is a disk in the center hole worth in Crokinole ?,NUM,0
3592,How do websites like Yahoo and Excite make money ?,DESC,1
3593,What general direction does the journey in Around the World in 80 Days proceed in ?,LOC,1
3594,How do they produce vitamins ?,DESC,1
3595,"The lawyer who represented Randy Craft , what was his name ?",HUM,1
3596,What do penguins eat ?,ENTY,1
3597,What organization is the Security Council a part of ?,HUM,1
3598,What is New England 's highest mountain ?,LOC,1
3599,What TV station did Mary Richards work for ?,ENTY,1
3600,What does idle mean ?,DESC,1
3601,"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?",DESC,1
3602,What is a serigraph ?,DESC,1
3603,What football bowl game 's first queen was Hallie Woods ?,ENTY,1
3604,Who was the first black to be head coach of a major league pro sports team ?,HUM,1
3605,"Who is John Macarthur , 1767-1834 ?",HUM,1
3606,What year did the War of 1812 begin ?,NUM,0
3607,What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,ENTY,1
3608,"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",DESC,1
3609,What does Final Four refer to in the sports world ?,ENTY,1
3610,Who is Peter Weir ?,HUM,1
3611,What medium is Stuart Hamblen the first singing cowboy in ?,ENTY,1
3612,What is the meaning of `` subaru ? '',DESC,1
3613,How many verses are in the Bible ?,NUM,0
3614,What is endometriosis ?,DESC,1
3615,What is a geoscientist ?,DESC,1
3616,What robust U.S. President imported his own instructor after seeing a judo match ?,HUM,1
3617,What are all the different types of pizza ?,ENTY,1
3618,From what cause does tuberculosis stem ?,DESC,1
3619,In what nation is Edessa located nowadays ?,LOC,1
3620,Name a country that is developing a magnetic levitation railway system ?,LOC,1
3621,What does BTU mean ?,ABBR,1
3622,What government department did The Untouchables work for ?,HUM,1
3623,"What drink is made up of rum , coconut milk and pineapple ?",ENTY,1
3624,What is the VDRL test of blood ?,DESC,1
3625,What seven digits follow the area code in the number for long distance information ?,NUM,0
3626,What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?,HUM,1
3627,Where is the largest dam in the world ?,LOC,1
3628,Who held the endurance record for women pilots in 1929 ?,HUM,1
3629,What did Andy Hardy 's father do for a living ?,HUM,1
3630,Independent silversmith 's account for what percentage of silver production ?,NUM,0
3631,Why is hockey so violent ?,DESC,1
3632,In what part of the world is Mozambique ?,LOC,1
3633,Who are Woody Woodpecker 's niece and nephew ?,HUM,1
3634,What film opens with an assassin tumbling from the Seattle Space Needle ?,ENTY,1
3635,Who created Maudie Frickett ?,HUM,1
3636,What is a leaky heart valve ?,DESC,1
3637,How can I give myself a French manicure ?,DESC,1
3638,Who was the first English circumnavigator of the globe ?,HUM,1
3639,What is the definition of the Scrabble word ` syzygy ' ?,DESC,1
3640,What is the salary of a U.S. Representative ?,NUM,0
3641,Who made the largest cocaine seizure in Ventura County history ?,HUM,1
3642,What man-made waterways is 1.76 miles long ?,LOC,1
3643,Who liberated 19th century Sicily and Naples ?,HUM,1
3644,On what river is Strasbourg built ?,LOC,1
3645,"What 's the maximum length , in inches , of a first baseman 's glove ?",NUM,0
